"LatD", "LatM", "LatS", "LonD", "LonM", "LonS"
   2018,001,77,9,14,2181
   2018,001,77,9,15,1158
   2018,001,77,9,16,477
   2018,001,77,9,17,516
   2018,001,77,9,18,531
   2018,001,77,9,99,6
   2018,001,77,9,9999,58020
   2018,001,77,9,77,58011
   2018,001,9999,1,01,1200
   2018,001,9999,1,02,10398
   2018,001,9999,1,03,3183
   2018,001,9999,1,04,2073
   2018,001,9999,1,05,366
   2018,001,9999,1,06,1086
   2018,001,9999,1,07,777
   2018,001,9999,1,08,1527
   2018,001,9999,1,09,2925
   2018,001,9999,1,12,171
   2018,001,9999,1,13,3456
   2018,001,9999,1,14,1122
   2018,001,9999,1,15,606
   2018,001,9999,1,16,249
   2018,001,9999,1,17,264
   2018,001,9999,1,18,276
   2018,001,9999,1,99,6
   2018,001,9999,1,9999,29676
   2018,001,9999,1,77,29673
   2018,001,9999,2,01,1152
   2018,001,9999,2,02,10017
   2018,001,9999,2,03,3030
   2018,001,9999,2,04,1911
   2018,001,9999,2,05,342
   2018,001,9999,2,06,1020
   2018,001,9999,2,07,693
   2018,001,9999,2,08,1455
   2018,001,9999,2,09,2829
   2018,001,9999,2,12,141
   2018,001,9999,2,13,3396
   2018,001,9999,2,14,1059
   2018,001,9999,2,15,549
   2018,001,9999,2,16,231
   2018,001,9999,2,17,252
   2018,001,9999,2,18,255
   2018,001,9999,2,99,3
   2018,001,9999,2,9999,28341
   2018,001,9999,2,77,28338
   2018,001,9999,9,01,2352
   2018,001,9999,9,02,20415
   2018,001,9999,9,03,6213
   2018,001,9999,9,04,3984
   2018,001,9999,9,05,708
   2018,001,9999,9,06,2106
   2018,001,9999,9,07,1473
   2018,001,9999,9,08,2982
   2018,001,9999,9,09,5757
   2018,001,9999,9,12,312
   2018,001,9999,9,13,6852
   2018,001,9999,9,14,2181
   2018,001,9999,9,15,1158
   2018,001,9999,9,16,477
   2018,001,9999,9,17,516
   2018,001,9999,9,18,531
   2018,001,9999,9,99,6
   2018,001,9999,9,9999,58020
   2018,001,9999,9,77,58011
   2018,002,1,1,01,780
   2018,002,1,1,02,5118
   2018,002,1,1,03,2295
   2018,002,1,1,04,1440
   2018,002,1,1,05,213
   2018,002,1,1,06,714
   2018,002,1,1,07,669
   2018,002,1,1,08,1179
   2018,002,1,1,09,2202
   2018,002,1,1,12,156
   2018,002,1,1,13,2859
   2018,002,1,1,14,1068
   2018,002,1,1,15,504
   2018,002,1,1,16,249
   2018,002,1,1,17,243
   2018,002,1,1,18,228
   2018,002,1,1,99,..C
   2018,002,1,1,9999,19929
   2018,002,1,1,77,19923
   2018,002,1,2,01,798
   2018,002,1,2,02,4884
   2018,002,1,2,03,2154
   2018,002,1,2,04,1308
   2018,002,1,2,05,177
   2018,002,1,2,06,705
   2018,002,1,2,07,636
   2018,002,1,2,08,1107
   2018,002,1,2,09,2115
   2018,002,1,2,12,159
   2018,002,1,2,13,2760
   2018,002,1,2,14,969
   2018,002,1,2,15,507
   2018,002,1,2,16,225
   2018,002,1,2,17,228
   2018,002,1,2,18,204
   2018,002,1,2,99,..C
   2018,002,1,2,9999,18942
   2018,002,1,2,77,18939
   2018,002,1,9,01,1578
   2018,002,1,9,02,10005
   2018,002,1,9,03,4452
   2018,002,1,9,04,2751
   2018,002,1,9,05,390
   2018,002,1,9,06,1416
   2018,002,1,9,07,1305
   2018,002,1,9,08,2289
   2018,002,1,9,09,4320
   2018,002,1,9,12,315
   2018,002,1,9,13,5619
   2018,002,1,9,14,2040
   2018,002,1,9,15,1011
   2018,002,1,9,16,474
   2018,002,1,9,17,471
   2018,002,1,9,18,429
   2018,002,1,9,99,6
   2018,002,1,9,9999,38871
   2018,002,1,9,77,38862
   2018,002,2,1,01,627
   2018,002,2,1,02,1956
   2018,002,2,1,03,1251
   2018,002,2,1,04,903
   2018,002,2,1,05,237
   2018,002,2,1,06,492
   2018,002,2,1,07,246
   2018,002,2,1,08,624
   2018,002,2,1,09,744
   2018,002,2,1,12,42
   2018,002,2,1,13,657
   2018,002,2,1,14,207
   2018,002,2,1,15,138
   2018,002,2,1,16,45
   2018,002,2,1,17,75
   2018,002,2,1,18,78
   2018,002,2,1,99,..C
   2018,002,2,1,9999,8319
   2018,002,2,1,77,8316
   2018,002,2,2,01,666
   2018,002,2,2,02,1839
   2018,002,2,2,03,1095
   2018,002,2,2,04,861
   2018,002,2,2,05,273
   2018,002,2,2,06,474
   2018,002,2,2,07,273
   2018,002,2,2,08,561
   2018,002,2,2,09,717
   2018,002,2,2,12,33
   2018,002,2,2,13,627
   2018,002,2,2,14,216
   2018,002,2,2,15,150
   2018,002,2,2,16,57
   2018,002,2,2,17,60
   2018,002,2,2,18,57
   2018,002,2,2,99,..C
   2018,002,2,2,9999,7953
   2018,002,2,2,77,7950
   2018,002,2,9,01,1290
   2018,002,2,9,02,3792
   2018,002,2,9,03,2346
   2018,002,2,9,04,1767
   2018,002,2,9,05,507
   2018,002,2,9,06,963
   2018,002,2,9,07,516
   2018,002,2,9,08,1185
   2018,002,2,9,09,1461
   2018,002,2,9,12,75
   2018,002,2,9,13,1281
   2018,002,2,9,14,423
   2018,002,2,9,15,288
   2018,002,2,9,16,102
   2018,002,2,9,17,132
   2018,002,2,9,18,138
   2018,002,2,9,99,..C
   2018,002,2,9,9999,16272
   2018,002,2,9,77,16266
   2018,002,3,1,01,93
   2018,002,3,1,02,2628
   2018,002,3,1,03,285
   2018,002,3,1,04,141
   2018,002,3,1,05,33
   2018,002,3,1,06,114
   2018,002,3,1,07,39
   2018,002,3,1,08,165
   2018,002,3,1,09,477
   2018,002,3,1,12,3
   2018,002,3,1,13,282
   2018,002,3,1,14,63
   2018,002,3,1,15,39
   2018,002,3,1,16,9
   2018,002,3,1,17,18
   2018,002,3,1,18,21
   2018,002,3,1,99,..C
   2018,002,3,1,9999,4404
   2018,002,3,1,77,4404
   2018,002,3,2,01,108
   2018,002,3,2,02,2481
   2018,002,3,2,03,252
   2018,002,3,2,04,135
   2018,002,3,2,05,33
   2018,002,3,2,06,123
   2018,002,3,2,07,36
   2018,002,3,2,08,141
   2018,002,3,2,09,423
   2018,002,3,2,12,3
   2018,002,3,2,13,231
   2018,002,3,2,14,69
   2018,002,3,2,15,21
   2018,002,3,2,16,3
   2018,002,3,2,17,15
   2018,002,3,2,18,9
   2018,002,3,2,99,..C
   2018,002,3,2,9999,4086
   2018,002,3,2,77,4086
   2018,002,3,9,01,201
   2018,002,3,9,02,5112
   2018,002,3,9,03,537
   2018,002,3,9,04,273
   2018,002,3,9,05,69
   2018,002,3,9,06,237
   2018,002,3,9,07,75
   2018,002,3,9,08,306
   2018,002,3,9,09,900
   2018,002,3,9,12,6
   2018,002,3,9,13,513
   2018,002,3,9,14,135
   2018,002,3,9,15,57
   2018,002,3,9,16,15
   2018,002,3,9,17,33
   2018,002,3,9,18,27
   2018,002,3,9,99,..C
   2018,002,3,9,9999,8490
   2018,002,3,9,77,8490
   2018,002,4,1,01,60
   2018,002,4,1,02,3093
   2018,002,4,1,03,381
   2018,002,4,1,04,189
   2018,002,4,1,05,18
   2018,002,4,1,06,57
   2018,002,4,1,07,48
   2018,002,4,1,08,144
   2018,002,4,1,09,519
   2018,002,4,1,12,6
   2018,002,4,1,13,546
   2018,002,4,1,14,99
   2018,002,4,1,15,42
   2018,002,4,1,16,9
   2018,002,4,1,17,30
   2018,002,4,1,18,15
   2018,002,4,1,99,..C
   2018,002,4,1,9999,5253
   2018,002,4,1,77,5253
   2018,002,4,2,01,66
   2018,002,4,2,02,2970
   2018,002,4,2,03,405
   2018,002,4,2,04,183
   2018,002,4,2,05,18
   2018,002,4,2,06,63
   2018,002,4,2,07,57
   2018,002,4,2,08,126
   2018,002,4,2,09,468
   2018,002,4,2,12,6
   2018,002,4,2,13,486
   2018,002,4,2,14,96
   2018,002,4,2,15,63
   2018,002,4,2,16,18
   2018,002,4,2,17,42
   2018,002,4,2,18,21
   2018,002,4,2,99,..C
   2018,002,4,2,9999,5091
   2018,002,4,2,77,5091
   2018,002,4,9,01,129
   2018,002,4,9,02,6063
   2018,002,4,9,03,786
   2018,002,4,9,04,372
   2018,002,4,9,05,36
   2018,002,4,9,06,117
   2018,002,4,9,07,105
   2018,002,4,9,08,270
   2018,002,4,9,09,984
   2018,002,4,9,12,12
   2018,002,4,9,13,1035
   2018,002,4,9,14,195
   2018,002,4,9,15,105
   2018,002,4,9,16,30
   2018,002,4,9,17,72
   2018,002,4,9,18,36
   2018,002,4,9,99,..C
   2018,002,4,9,9999,10341
   2018,002,4,9,77,10341
   2018,002,5,1,01,9
   2018,002,5,1,02,291
   2018,002,5,1,03,60
   2018,002,5,1,04,27
   2018,002,5,1,05,3
   2018,002,5,1,06,9
   2018,002,5,1,07,12
   2018,002,5,1,08,21
   2018,002,5,1,09,99
   2018,002,5,1,12,0
   2018,002,5,1,13,84
   2018,002,5,1,14,36
   2018,002,5,1,15,6
   2018,002,5,1,16,0
   2018,002,5,1,17,6
   2018,002,5,1,18,3
   2018,002,5,1,99,..C
   2018,002,5,1,9999,666
   2018,002,5,1,77,666
   2018,002,5,2,01,9
   2018,002,5,2,02,291
   2018,002,5,2,03,39
   2018,002,5,2,04,27
   2018,002,5,2,05,6
   2018,002,5,2,06,15
   2018,002,5,2,07,6
   2018,002,5,2,08,15
   2018,002,5,2,09,102
   2018,002,5,2,12,3
   2018,002,5,2,13,63
   2018,002,5,2,14,30
   2018,002,5,2,15,6
   2018,002,5,2,16,6
   2018,002,5,2,17,6
   2018,002,5,2,18,0
   2018,002,5,2,99,..C
   2018,002,5,2,9999,621
   2018,002,5,2,77,621
   2018,002,5,9,01,18
   2018,002,5,9,02,585
   2018,002,5,9,03,102
   2018,002,5,9,04,54
   2018,002,5,9,05,9
   2018,002,5,9,06,21
   2018,002,5,9,07,18
   2018,002,5,9,08,39
   2018,002,5,9,09,201
   2018,002,5,9,12,3
   2018,002,5,9,13,147
   2018,002,5,9,14,63
   2018,002,5,9,15,15
   2018,002,5,9,16,6
   2018,002,5,9,17,9
   2018,002,5,9,18,3
   2018,002,5,9,99,..C
   2018,002,5,9,9999,1284
   2018,002,5,9,77,1284
   2018,002,6,1,01,9
   2018,002,6,1,02,129
   2018,002,6,1,03,36
   2018,002,6,1,04,18
   2018,002,6,1,05,3
   2018,002,6,1,06,12
   2018,002,6,1,07,9
   2018,002,6,1,08,15
   2018,002,6,1,09,57
   2018,002,6,1,12,3
   2018,002,6,1,13,57
   2018,002,6,1,14,15
   2018,002,6,1,15,9
   2018,002,6,1,16,9
   2018,002,6,1,17,3
   2018,002,6,1,18,6
   2018,002,6,1,99,..C
   2018,002,6,1,9999,390
   2018,002,6,1,77,390
   2018,002,6,2,01,9
   2018,002,6,2,02,123
   2018,002,6,2,03,39
   2018,002,6,2,04,12
   2018,002,6,2,05,3
   2018,002,6,2,06,15
   2018,002,6,2,07,12
   2018,002,6,2,08,9
   2018,002,6,2,09,45
   2018,002,6,2,12,3
   2018,002,6,2,13,42
   2018,002,6,2,14,12
   2018,002,6,2,15,3
   2018,002,6,2,16,3
   2018,002,6,2,17,3
   2018,002,6,2,18,6
   2018,002,6,2,99,..C
   2018,002,6,2,9999,333
   2018,002,6,2,77,333
   2018,002,6,9,01,18
   2018,002,6,9,02,252
   2018,002,6,9,03,75
   2018,002,6,9,04,30
   2018,002,6,9,05,3
   2018,002,6,9,06,27
   2018,002,6,9,07,21
   2018,002,6,9,08,27
   2018,002,6,9,09,99
   2018,002,6,9,12,3
   2018,002,6,9,13,99
   2018,002,6,9,14,27
   2018,002,6,9,15,12
   2018,002,6,9,16,12
   2018,002,6,9,17,6
   2018,002,6,9,18,9
   2018,002,6,9,99,..C
   2018,002,6,9,9999,723
   2018,002,6,9,77,723
   2018,002,9,1,01,0
   2018,002,9,1,02,0
   2018,002,9,1,03,0
   2018,002,9,1,04,0
   2018,002,9,1,05,0
   2018,002,9,1,06,0
   2018,002,9,1,07,0
   2018,002,9,1,08,0
   2018,002,9,1,09,0
   2018,002,9,1,12,0
   2018,002,9,1,13,0
   2018,002,9,1,14,0
   2018,002,9,1,15,0
   2018,002,9,1,16,0
   2018,002,9,1,17,0
   2018,002,9,1,18,0
   2018,002,9,1,99,..C
   2018,002,9,1,9999,0
   2018,002,9,1,77,0
   2018,002,9,2,01,0
   2018,002,9,2,02,0
   2018,002,9,2,03,0
   2018,002,9,2,04,0
   2018,002,9,2,05,0
   2018,002,9,2,06,0
   2018,002,9,2,07,0
   2018,002,9,2,08,0
   2018,002,9,2,09,0
   2018,002,9,2,12,0
   2018,002,9,2,13,0
   2018,002,9,2,14,0
   2018,002,9,2,15,0
   2018,002,9,2,16,0
   2018,002,9,2,17,0
   2018,002,9,2,18,0
   2018,002,9,2,99,..C
   2018,002,9,2,9999,0
   2018,002,9,2,77,0
   2018,002,9,9,01,0
   2018,002,9,9,02,0
   2018,002,9,9,03,0
   2018,002,9,9,04,0
   2018,002,9,9,05,0
   2018,002,9,9,06,0
   2018,002,9,9,07,0
   2018,002,9,9,08,0
   2018,002,9,9,09,0
   2018,002,9,9,12,0
   2018,002,9,9,13,0
   2018,002,9,9,14,0
   2018,002,9,9,15,0
   2018,002,9,9,16,0
   2018,002,9,9,17,0
   2018,002,9,9,18,0
   2018,002,9,9,99,..C
   2018,002,9,9,9999,0
   2018,002,9,9,77,0
   2018,002,77,1,01,1143
   2018,002,77,1,02,10347
   2018,002,77,1,03,3225
   2018,002,77,1,04,2079
   2018,002,77,1,05,384
   2018,002,77,1,06,1080
   2018,002,77,1,07,798
   2018,002,77,1,08,1584
   2018,002,77,1,09,3075
   2018,002,77,1,12,168
   2018,002,77,1,13,3618
   2018,002,77,1,14,1227
   2018,002,77,1,15,597
   2018,002,77,1,16,270
   2018,002,77,1,17,291
   2018,002,77,1,18,267
   2018,002,77,1,99,..C
   2018,002,77,1,9999,30159
   2018,002,77,1,77,30156
   2018,002,77,2,01,1164
   2018,002,77,2,02,9780
   2018,002,77,2,03,3057
   2018,002,77,2,04,1896
   2018,002,77,2,05,375
   2018,002,77,2,06,1023
   2018,002,77,2,07,777
   2018,002,77,2,08,1446
   2018,002,77,2,09,2940
   2018,002,77,2,12,171
   2018,002,77,2,13,3417
   2018,002,77,2,14,1131
   2018,002,77,2,15,612
   2018,002,77,2,16,252
   2018,002,77,2,17,282
   2018,002,77,2,18,234
   2018,002,77,2,99,..C
   2018,002,77,2,9999,28560
   2018,002,77,2,77,28557
   2018,002,77,9,01,2307
   2018,002,77,9,02,20130
   2018,002,77,9,03,6282
   2018,002,77,9,04,3972
   2018,002,77,9,05,759
   2018,002,77,9,06,2106
   2018,002,77,9,07,1575
   2018,002,77,9,08,3030
   2018,002,77,9,09,6015
   2018,002,77,9,12,339
   2018,002,77,9,13,7032
   2018,002,77,9,14,2361
   2018,002,77,9,15,1209
   2018,002,77,9,16,519
   2018,002,77,9,17,573
   2018,002,77,9,18,501
   2018,002,77,9,99,9
   2018,002,77,9,9999,58719
   2018,002,77,9,77,58713
   2018,002,9999,1,01,1143
   2018,002,9999,1,02,10347
   2018,002,9999,1,03,3225
   2018,002,9999,1,04,2079
   2018,002,9999,1,05,384
   2018,002,9999,1,06,1080
   2018,002,9999,1,07,798
   2018,002,9999,1,08,1584
   2018,002,9999,1,09,3075
   2018,002,9999,1,12,168
   2018,002,9999,1,13,3618
   2018,002,9999,1,14,1227
   2018,002,9999,1,15,597
   2018,002,9999,1,16,270
   2018,002,9999,1,17,291
   2018,002,9999,1,18,267
   2018,002,9999,1,99,3
   2018,002,9999,1,9999,30159
   2018,002,9999,1,77,30156
   2018,002,9999,2,01,1164
   2018,002,9999,2,02,9780
   2018,002,9999,2,03,3057
   2018,002,9999,2,04,1896
   2018,002,9999,2,05,375
   2018,002,9999,2,06,1023
   2018,002,9999,2,07,777
   2018,002,9999,2,08,1446
   2018,002,9999,2,09,2940
   2018,002,9999,2,12,171
   2018,002,9999,2,13,3417
   2018,002,9999,2,14,1131
   2018,002,9999,2,15,612
   2018,002,9999,2,16,252
   2018,002,9999,2,17,282
   2018,002,9999,2,18,234
   2018,002,9999,2,99,3
   2018,002,9999,2,9999,28560
   2018,002,9999,2,77,28557
   2018,002,9999,9,01,2307
   2018,002,9999,9,02,20130
   2018,002,9999,9,03,6282
   2018,002,9999,9,04,3972
   2018,002,9999,9,05,759
   2018,002,9999,9,06,2106
   2018,002,9999,9,07,1575
   2018,002,9999,9,08,3030
   2018,002,9999,9,09,6015
   2018,002,9999,9,12,339
   2018,002,9999,9,13,7032
   2018,002,9999,9,14,2361
   2018,002,9999,9,15,1209
   2018,002,9999,9,16,519
   2018,002,9999,9,17,573
   2018,002,9999,9,18,501
   2018,002,9999,9,99,9
   2018,002,9999,9,9999,58719
   2018,002,9999,9,77,58713
   2018,003,1,1,01,840
   2018,003,1,1,02,5289
   2018,003,1,1,03,2313
   2018,003,1,1,04,1458
   2018,003,1,1,05,213
   2018,003,1,1,06,750
   2018,003,1,1,07,711
   2018,003,1,1,08,1188
   2018,003,1,1,09,2205
   2018,003,1,1,12,186
   2018,003,1,1,13,2877
   2018,003,1,1,14,1035
   2018,003,1,1,15,504
   2018,003,1,1,16,237
   2018,003,1,1,17,228
   2018,003,1,1,18,240
   2018,003,1,1,99,..C
   2018,003,1,1,9999,20280
   2018,003,1,1,77,20277
   2018,003,1,2,01,765
   2018,003,1,2,02,4905
   2018,003,1,2,03,2127
   2018,003,1,2,04,1356
   2018,003,1,2,05,189
   2018,003,1,2,06,789
   2018,003,1,2,07,681
   2018,003,1,2,08,1176
   2018,003,1,2,09,2079
   2018,003,1,2,12,141
   2018,003,1,2,13,2664
   2018,003,1,2,14,993
   2018,003,1,2,15,504
   2018,003,1,2,16,237
   2018,003,1,2,17,231
   2018,003,1,2,18,207
   2018,003,1,2,99,..C
   2018,003,1,2,9999,19044
   2018,003,1,2,77,19041
   2018,003,1,9,01,1605
   2018,003,1,9,02,10191
   2018,003,1,9,03,4440
   2018,003,1,9,04,2814
   2018,003,1,9,05,399
   2018,003,1,9,06,1539
   2018,003,1,9,07,1392
   2018,003,1,9,08,2364
   2018,003,1,9,09,4287
   2018,003,1,9,12,327
   2018,003,1,9,13,5541
   2018,003,1,9,14,2028
   2018,003,1,9,15,1011
   2018,003,1,9,16,474
   2018,003,1,9,17,459
   2018,003,1,9,18,447
   2018,003,1,9,99,6
   2018,003,1,9,9999,39324
   2018,003,1,9,77,39315
   2018,003,2,1,01,693
   2018,003,2,1,02,2049
   2018,003,2,1,03,1239
   2018,003,2,1,04,969
   2018,003,2,1,05,249
   2018,003,2,1,06,471
   2018,003,2,1,07,273
   2018,003,2,1,08,615
   2018,003,2,1,09,705
   2018,003,2,1,12,45
   2018,003,2,1,13,633
   2018,003,2,1,14,174
   2018,003,2,1,15,156
   2018,003,2,1,16,48
   2018,003,2,1,17,63
   2018,003,2,1,18,78
   2018,003,2,1,99,..C
   2018,003,2,1,9999,8460
   2018,003,2,1,77,8460
   2018,003,2,2,01,651
   2018,003,2,2,02,1836
   2018,003,2,2,03,1107
   2018,003,2,2,04,882
   2018,003,2,2,05,234
   2018,003,2,2,06,489
   2018,003,2,2,07,276
   2018,003,2,2,08,600
   2018,003,2,2,09,642
   2018,003,2,2,12,33
   2018,003,2,2,13,525
   2018,003,2,2,14,183
   2018,003,2,2,15,144
   2018,003,2,2,16,42
   2018,003,2,2,17,45
   2018,003,2,2,18,75
   2018,003,2,2,99,..C
   2018,003,2,2,9999,7761
   2018,003,2,2,77,7761
   2018,003,2,9,01,1344
   2018,003,2,9,02,3882
   2018,003,2,9,03,2343
   2018,003,2,9,04,1851
   2018,003,2,9,05,483
   2018,003,2,9,06,960
   2018,003,2,9,07,549
   2018,003,2,9,08,1215
   2018,003,2,9,09,1347
   2018,003,2,9,12,81
   2018,003,2,9,13,1158
   2018,003,2,9,14,357
   2018,003,2,9,15,300
   2018,003,2,9,16,87
   2018,003,2,9,17,108
   2018,003,2,9,18,150
   2018,003,2,9,99,6
   2018,003,2,9,9999,16224
   2018,003,2,9,77,16215
   2018,003,3,1,01,120
   2018,003,3,1,02,2727
   2018,003,3,1,03,300
   2018,003,3,1,04,141
   2018,003,3,1,05,42
   2018,003,3,1,06,114
   2018,003,3,1,07,33
   2018,003,3,1,08,138
   2018,003,3,1,09,435
   2018,003,3,1,12,6
   2018,003,3,1,13,237
   2018,003,3,1,14,63
   2018,003,3,1,15,36
   2018,003,3,1,16,9
   2018,003,3,1,17,15
   2018,003,3,1,18,21
   2018,003,3,1,99,..C
   2018,003,3,1,9999,4440
   2018,003,3,1,77,4440
   2018,003,3,2,01,111
   2018,003,3,2,02,2499
   2018,003,3,2,03,261
   2018,003,3,2,04,144
   2018,003,3,2,05,30
   2018,003,3,2,06,105
   2018,003,3,2,07,36
   2018,003,3,2,08,117
   2018,003,3,2,09,390
   2018,003,3,2,12,9
   2018,003,3,2,13,207
   2018,003,3,2,14,66
   2018,003,3,2,15,24
   2018,003,3,2,16,9
   2018,003,3,2,17,12
   2018,003,3,2,18,12
   2018,003,3,2,99,..C
   2018,003,3,2,9999,4029
   2018,003,3,2,77,4029
   2018,003,3,9,01,228
   2018,003,3,9,02,5226
   2018,003,3,9,03,561
   2018,003,3,9,04,285
   2018,003,3,9,05,72
   2018,003,3,9,06,222
   2018,003,3,9,07,72
   2018,003,3,9,08,252
   2018,003,3,9,09,822
   2018,003,3,9,12,15
   2018,003,3,9,13,450
   2018,003,3,9,14,129
   2018,003,3,9,15,60
   2018,003,3,9,16,15
   2018,003,3,9,17,27
   2018,003,3,9,18,33
   2018,003,3,9,99,..C
   2018,003,3,9,9999,8466
   2018,003,3,9,77,8466
   2018,003,4,1,01,69
   2018,003,4,1,02,3372
   2018,003,4,1,03,408
   2018,003,4,1,04,192
   2018,003,4,1,05,12
   2018,003,4,1,06,72
   2018,003,4,1,07,66
   2018,003,4,1,08,156
   2018,003,4,1,09,540
   2018,003,4,1,12,9
   2018,003,4,1,13,507
   2018,003,4,1,14,99
   2018,003,4,1,15,51
   2018,003,4,1,16,15
   2018,003,4,1,17,33
   2018,003,4,1,18,12
   2018,003,4,1,99,..C
   2018,003,4,1,9999,5613
   2018,003,4,1,77,5613
   2018,003,4,2,01,48
   2018,003,4,2,02,3402
   2018,003,4,2,03,345
   2018,003,4,2,04,168
   2018,003,4,2,05,9
   2018,003,4,2,06,54
   2018,003,4,2,07,60
   2018,003,4,2,08,123
   2018,003,4,2,09,522
   2018,003,4,2,12,3
   2018,003,4,2,13,489
   2018,003,4,2,14,96
   2018,003,4,2,15,39
   2018,003,4,2,16,12
   2018,003,4,2,17,21
   2018,003,4,2,18,27
   2018,003,4,2,99,..C
   2018,003,4,2,9999,5427
   2018,003,4,2,77,5427
   2018,003,4,9,01,114
   2018,003,4,9,02,6774
   2018,003,4,9,03,753
   2018,003,4,9,04,363
   2018,003,4,9,05,21
   2018,003,4,9,06,126
   2018,003,4,9,07,126
   2018,003,4,9,08,279
   2018,003,4,9,09,1062
   2018,003,4,9,12,15
   2018,003,4,9,13,996
   2018,003,4,9,14,195
   2018,003,4,9,15,90
   2018,003,4,9,16,27
   2018,003,4,9,17,54
   2018,003,4,9,18,36
   2018,003,4,9,99,..C
   2018,003,4,9,9999,11040
   2018,003,4,9,77,11040
   2018,003,5,1,01,12
   2018,003,5,1,02,339
   2018,003,5,1,03,63
   2018,003,5,1,04,24
   2018,003,5,1,05,3
   2018,003,5,1,06,9
   2018,003,5,1,07,3
   2018,003,5,1,08,15
   2018,003,5,1,09,93
   2018,003,5,1,12,3
   2018,003,5,1,13,60
   2018,003,5,1,14,24
   2018,003,5,1,15,3
   2018,003,5,1,16,3
   2018,003,5,1,17,6
   2018,003,5,1,18,6
   2018,003,5,1,99,..C
   2018,003,5,1,9999,672
   2018,003,5,1,77,672
   2018,003,5,2,01,9
   2018,003,5,2,02,324
   2018,003,5,2,03,51
   2018,003,5,2,04,15
   2018,003,5,2,05,3
   2018,003,5,2,06,15
   2018,003,5,2,07,9
   2018,003,5,2,08,18
   2018,003,5,2,09,72
   2018,003,5,2,12,3
   2018,003,5,2,13,63
   2018,003,5,2,14,27
   2018,003,5,2,15,3
   2018,003,5,2,16,3
   2018,003,5,2,17,3
   2018,003,5,2,18,9
   2018,003,5,2,99,..C
   2018,003,5,2,9999,630
   2018,003,5,2,77,630
   2018,003,5,9,01,24
   2018,003,5,9,02,663
   2018,003,5,9,03,120
   2018,003,5,9,04,39
   2018,003,5,9,05,9
   2018,003,5,9,06,27
   2018,003,5,9,07,12
   2018,003,5,9,08,30
   2018,003,5,9,09,165
   2018,003,5,9,12,3
   2018,003,5,9,13,120
   2018,003,5,9,14,51
   2018,003,5,9,15,9
   2018,003,5,9,16,6
   2018,003,5,9,17,9
   2018,003,5,9,18,12
   2018,003,5,9,99,..C
   2018,003,5,9,9999,1302
   2018,003,5,9,77,1302
   2018,003,6,1,01,15
   2018,003,6,1,02,144
   2018,003,6,1,03,33
   2018,003,6,1,04,18
   2018,003,6,1,05,0
   2018,003,6,1,06,9
   2018,003,6,1,07,12
   2018,003,6,1,08,18
   2018,003,6,1,09,39
   2018,003,6,1,12,0
   2018,003,6,1,13,57
   2018,003,6,1,14,9
   2018,003,6,1,15,12
   2018,003,6,1,16,3
   2018,003,6,1,17,0
   2018,003,6,1,18,3
   2018,003,6,1,99,..C
   2018,003,6,1,9999,375
   2018,003,6,1,77,375
   2018,003,6,2,01,6
   2018,003,6,2,02,117
   2018,003,6,2,03,30
   2018,003,6,2,04,27
   2018,003,6,2,05,6
   2018,003,6,2,06,6
   2018,003,6,2,07,9
   2018,003,6,2,08,15
   2018,003,6,2,09,33
   2018,003,6,2,12,0
   2018,003,6,2,13,51
   2018,003,6,2,14,15
   2018,003,6,2,15,3
   2018,003,6,2,16,3
   2018,003,6,2,17,6
   2018,003,6,2,18,6
   2018,003,6,2,99,..C
   2018,003,6,2,9999,324
   2018,003,6,2,77,324
   2018,003,6,9,01,21
   2018,003,6,9,02,258
   2018,003,6,9,03,63
   2018,003,6,9,04,42
   2018,003,6,9,05,6
   2018,003,6,9,06,15
   2018,003,6,9,07,21
   2018,003,6,9,08,30
   2018,003,6,9,09,72
   2018,003,6,9,12,0
   2018,003,6,9,13,108
   2018,003,6,9,14,21
   2018,003,6,9,15,15
   2018,003,6,9,16,6
   2018,003,6,9,17,6
   2018,003,6,9,18,9
   2018,003,6,9,99,..C
   2018,003,6,9,9999,699
   2018,003,6,9,77,699
   2018,003,9,1,01,0
   2018,003,9,1,02,0
   2018,003,9,1,03,0
   2018,003,9,1,04,0
   2018,003,9,1,05,0
   2018,003,9,1,06,0
   2018,003,9,1,07,0
   2018,003,9,1,08,0
   2018,003,9,1,09,0
   2018,003,9,1,12,0
   2018,003,9,1,13,0
   2018,003,9,1,14,0
   2018,003,9,1,15,0
   2018,003,9,1,16,0
   2018,003,9,1,17,0
   2018,003,9,1,18,0
   2018,003,9,1,99,..C
   2018,003,9,1,9999,0
   2018,003,9,1,77,0
   2018,003,9,2,01,0
   2018,003,9,2,02,0
   2018,003,9,2,03,0
   2018,003,9,2,04,0
   2018,003,9,2,05,0
   2018,003,9,2,06,0
   2018,003,9,2,07,0
   2018,003,9,2,08,0
   2018,003,9,2,09,0
   2018,003,9,2,12,0
   2018,003,9,2,13,0
   2018,003,9,2,14,0
   2018,003,9,2,15,0
   2018,003,9,2,16,0
   2018,003,9,2,17,0
   2018,003,9,2,18,0
   2018,003,9,2,99,..C
   2018,003,9,2,9999,0
   2018,003,9,2,77,0
   2018,003,9,9,01,0
   2018,003,9,9,02,0
   2018,003,9,9,03,0
   2018,003,9,9,04,0
   2018,003,9,9,05,0
   2018,003,9,9,06,0
   2018,003,9,9,07,0
